Verb,target,SituationID,Government,Narrative,Art,User,Humans in general,Corporation,Game,Object,Image,Creator,Law enforcement,Environment,Military
Intruding,TRUE,398,1,0,0,0,0,0,1,0,0,0,0,0,0
Intruding,TRUE,525,0,0,1,0,0,0,0,0,0,1,0,0,0
Intruding,TRUE,2243,0,0,1,1,0,0,0,0,0,0,0,0,0
Invading,TRUE,509,0,1,0,1,0,0,0,0,0,0,0,0,0
Inventing,TRUE,1164,0,1,0,0,0,1,0,0,0,0,0,0,0
Inverting,TRUE,3148,0,0,1,0,0,0,0,0,0,1,0,0,0
Investigated,FALSE,716,0,0,1,0,0,1,0,0,0,0,0,0,0
Investigated,FALSE,2010,0,1,0,0,0,0,0,1,0,0,0,0,0
Investigating,TRUE,362,0,0,0,1,0,0,1,0,0,0,0,0,0
Investigating,TRUE,716,0,0,1,0,0,0,0,0,0,1,0,0,0
Investigating,TRUE,1616,0,0,1,0,0,0,0,0,0,1,0,0,0
Investigating,TRUE,2979,0,0,0,1,0,0,1,0,0,0,0,0,0
Investing,TRUE,1636,0,0,1,0,0,1,0,0,0,0,0,0,0
Judged,FALSE,1652,0,0,1,1,0,0,0,0,0,0,0,0,0
Judged,FALSE,3211,0,0,1,1,0,0,0,0,0,0,0,0,0
Judging,TRUE,531,0,0,1,1,0,0,0,0,0,0,0,0,0
Judging,TRUE,2938,0,0,1,0,1,0,0,0,0,0,0,0,0
Judging,TRUE,2959,0,1,0,0,1,0,0,0,0,0,0,0,0
Juxtapositioning,TRUE,2771,0,0,1,0,0,0,0,0,0,1,0,0,0
Killed,FALSE,1750,0,1,0,0,0,0,0,0,0,0,0,0,1
Killed,FALSE,2211,0,1,0,0,1,0,0,0,0,0,0,0,0
Killed,FALSE,2726,0,1,0,0,0,0,0,0,0,0,0,0,1
Killed,FALSE,2761,0,0,0,0,0,0,1,0,0,0,0,0,1
Killed,FALSE,3078,0,1,0,0,1,0,0,0,0,0,0,0,0
Killed,FALSE,3083,0,1,0,0,1,0,0,0,0,0,0,0,0
Killed,FALSE,3221,0,1,0,0,1,0,0,0,0,0,0,0,0
Killed,FALSE,3234,0,0,0,0,0,0,1,0,0,0,1,0,0
Killing,TRUE,676,0,1,0,0,1,0,0,0,0,0,0,0,0
Killing,TRUE,963,1,1,0,0,0,0,0,0,0,0,0,0,0
Killing,TRUE,1010,0,0,0,1,0,0,1,0,0,0,0,0,0
Killing,TRUE,2105,0,1,0,0,0,0,0,0,0,0,0,0,1
Killing,TRUE,2716,1,1,0,0,0,0,0,0,0,0,0,0,0
Killing,TRUE,3083,0,2,0,1,0,0,0,0,0,0,0,0,1
Killing,TRUE,3173,0,0,1,0,0,0,0,0,0,0,1,0,0
Labeled,FALSE,458,0,1,0,0,1,0,0,0,0,0,0,0,0
Labeled,FALSE,1081,0,0,1,0,0,0,0,0,1,0,0,0,0
Labeled,FALSE,1180,0,0,1,0,0,0,0,0,1,0,0,0,0
Labeled,FALSE,1653,0,0,1,0,0,0,0,0,1,0,0,0,0
Labeled,FALSE,1948,0,0,1,0,0,0,0,1,0,0,0,0,0
Labeled,FALSE,2246,0,0,1,0,0,0,0,0,1,0,0,0,0
Labeled,FALSE,2569,0,0,1,0,0,0,0,0,1,0,0,0,0
Labeled,FALSE,2966,0,1,0,0,1,0,0,0,0,0,0,0,0
Labeled,FALSE,3057,0,0,1,0,0,0,0,0,1,0,0,0,0
Labeled,FALSE,3267,0,1,0,0,1,0,0,0,0,0,0,0,0
Labeling,TRUE,528,0,0,1,0,0,0,0,0,0,1,0,0,0
Labeling,TRUE,1138,0,0,1,1,0,0,0,0,0,0,0,0,0
Launching,TRUE,1137,0,0,1,0,0,0,0,0,0,0,0,0,1
Law-enforcing,TRUE,293,0,0,0,0,0,0,1,0,0,0,0,0,1
Layered,FALSE,2533,0,0,1,0,0,0,0,0,1,0,0,0,0
Learning,TRUE,1146,0,0,0,1,0,0,1,0,0,0,0,0,0
Learning,TRUE,1688,0,0,0,1,0,0,1,0,0,0,0,0,0
Learning,TRUE,1985,0,0,1,1,0,0,0,0,0,0,0,0,0
Learning,TRUE,3190,0,0,1,1,0,0,0,0,0,0,0,0,0
Learning,TRUE,3228,0,0,1,0,1,0,0,0,0,0,0,0,0
Limited,FALSE,1976,0,0,1,1,0,0,0,0,0,0,0,0,0
Located,FALSE,276,0,0,0,1,0,0,1,0,0,0,0,0,0
Located,FALSE,2258,0,1,0,0,1,0,0,0,0,0,0,0,0
Locating,TRUE,2884,0,0,0,0,0,0,1,0,0,0,0,0,1
Looking,TRUE,1546,0,0,1,0,0,0,0,0,0,1,0,0,0
Looking,TRUE,2015,0,1,0,0,1,0,0,0,0,0,0,0,0
Looking,TRUE,3006,0,0,0,1,0,0,1,0,0,0,0,0,0
Loved,FALSE,2861,0,1,0,0,1,0,0,0,0,0,0,0,0
Managed,FALSE,1636,0,0,1,0,0,0,0,0,0,0,0,1,0
Managing,TRUE,1636,0,0,1,0,0,1,0,0,0,0,0,0,0
Manipulated,FALSE,1593,0,0,1,0,0,0,0,0,1,0,0,0,0
Manipulated,FALSE,1654,0,0,1,0,0,0,0,0,1,0,0,0,0
Manipulated,FALSE,1686,0,0,0,1,0,0,1,0,0,0,0,0,0
Manipulated,FALSE,2211,0,1,0,0,1,0,0,0,0,0,0,0,0
Manipulating,TRUE,1593,0,0,1,1,0,0,0,0,0,0,0,0,0
Manipulating,TRUE,1654,0,0,1,1,0,0,0,0,0,0,0,0,0
Manipulating,TRUE,2386,0,1,0,0,1,0,0,0,0,0,0,0,0
Mapped,FALSE,957,0,1,0,0,0,0,0,0,0,0,0,1,0
Mapped,FALSE,1155,0,0,1,0,0,0,0,0,0,0,0,1,0
Mapped,FALSE,3122,0,1,0,0,1,0,0,0,0,0,0,0,0
Mapping,TRUE,1546,0,0,1,0,0,0,0,0,0,1,0,0,0
Mapping,TRUE,2738,0,0,1,0,0,0,0,1,0,0,0,0,0
Mapping,TRUE,3228,0,0,1,0,0,0,0,0,0,1,0,0,0
Marginalized,FALSE,1563,0,0,1,1,0,0,0,0,0,0,0,0,0
Masked,FALSE,654,0,1,0,0,1,0,0,0,0,0,0,0,0
Masked,FALSE,2533,0,0,1,0,0,0,0,0,0,1,0,0,0
Masked,FALSE,2566,0,0,1,1,0,0,0,0,0,0,0,0,0
Masked,FALSE,3179,0,0,1,1,0,0,0,0,0,0,0,0,0
Masking,TRUE,654,0,1,0,0,0,0,0,1,0,0,0,0,0
Matched,FALSE,1651,0,0,1,1,0,0,0,0,0,0,0,0,0
Matched,FALSE,1652,0,0,1,1,0,0,0,0,0,0,0,0,0
Matched,FALSE,1653,0,0,1,1,0,0,0,0,0,0,0,0,0
Measured,FALSE,1691,0,0,1,1,0,0,0,0,0,0,0,0,0
Measured,FALSE,3006,0,0,0,1,0,0,1,0,0,0,0,0,0
Measured,FALSE,3041,0,0,1,1,0,0,0,0,0,0,0,0,0
Measured,FALSE,3080,0,0,1,0,1,0,0,0,0,0,0,0,0
Mediating,TRUE,3041,0,0,1,1,0,0,0,0,0,0,0,0,0
Merged,FALSE,2989,0,0,1,0,0,0,0,0,1,0,0,0,0
Merging,TRUE,3199,0,0,1,0,0,0,0,0,1,0,0,0,0
Mimicking,TRUE,707,0,0,0,1,0,0,1,0,0,0,0,0,0
Mimicking,TRUE,1913,0,0,1,0,0,0,0,0,1,0,0,0,0
Mimicking,TRUE,2567,0,0,1,1,0,0,0,0,0,0,0,0,0
Mimicking,TRUE,3068,0,0,1,1,0,0,0,0,0,0,0,0,0
Mimicking,TRUE,3179,0,0,1,1,0,0,0,0,0,0,0,0,0
Mirrored,FALSE,529,0,0,1,1,0,0,0,0,0,0,0,0,0
Mirrored,FALSE,1072,0,0,1,1,0,0,0,0,0,0,0,0,0
Mirrored,FALSE,1628,0,0,1,1,0,0,0,0,0,0,0,0,0
Mirroring,TRUE,3068,0,0,1,1,0,0,0,0,0,0,0,0,0
Misidentified,FALSE,627,0,1,0,0,1,0,0,0,0,0,0,0,0
Misinforming,TRUE,1164,0,1,0,0,1,0,0,0,0,0,0,0,0
Misinterpreted,FALSE,2535,0,0,1,0,0,0,0,0,1,0,0,0,0
Misinterpreted,FALSE,2553,0,0,1,0,0,0,0,0,1,0,0,0,0
Misinterpreted,FALSE,2832,0,0,1,0,0,0,0,0,0,1,0,0,0
Misleading,TRUE,659,0,0,1,0,0,0,0,0,1,0,0,0,0
Misrepresented,FALSE,291,0,0,1,0,0,0,0,0,0,0,0,1,0
Misusing,TRUE,3176,0,0,1,0,0,0,0,0,0,1,0,0,0
Mocking,TRUE,1164,0,1,0,0,1,0,0,0,0,0,0,0,0
Modified,FALSE,2821,0,0,1,1,0,0,0,0,0,0,0,0,0
Monetized,FALSE,3041,0,0,1,0,0,0,0,0,1,0,0,0,0
Monitored,FALSE,293,0,0,0,0,0,0,1,0,0,0,0,0,1
Monitored,FALSE,1005,0,0,0,0,1,0,1,0,0,0,0,0,0
Monitored,FALSE,1587,0,1,0,0,1,0,0,0,0,0,0,0,0
Monitored,FALSE,1936,0,1,0,0,1,0,0,0,0,0,0,0,0
Monitored,FALSE,2282,0,1,0,0,0,0,0,0,0,0,0,1,0
Monitored,FALSE,2806,0,0,0,0,1,0,1,0,0,0,0,0,0
Monitored,FALSE,3041,0,0,1,1,0,0,0,0,0,0,0,0,0
Monitored,FALSE,3089,0,1,0,0,1,0,0,0,0,0,0,0,0
Monitored,FALSE,3173,0,0,1,0,0,0,0,0,0,0,1,0,0
Monitoring,TRUE,243,1,1,0,0,0,0,0,0,0,0,0,0,0
Monitoring,TRUE,244,0,0,1,0,1,0,0,0,0,0,0,0,0
Monitoring,TRUE,326,1,1,0,0,0,0,0,0,0,0,0,0,0
Monitoring,TRUE,401,0,0,0,1,0,0,1,0,0,0,0,0,0
Monitoring,TRUE,404,0,1,0,0,0,1,0,0,0,0,0,0,0
Monitoring,TRUE,582,0,0,0,1,0,0,1,0,0,0,0,0,0
Monitoring,TRUE,670,0,0,0,1,0,0,1,0,0,0,0,0,0
Monitoring,TRUE,1005,0,0,0,1,0,0,1,0,0,0,0,0,0
Monitoring,TRUE,1122,0,0,0,0,0,1,1,0,0,0,0,0,0
Monitoring,TRUE,1587,0,1,0,0,0,1,0,0,0,0,0,0,0
Monitoring,TRUE,1742,0,0,0,0,0,1,1,0,0,0,0,0,0
Monitoring,TRUE,2566,0,0,1,0,0,0,0,0,0,0,1,0,0
Monitoring,TRUE,2806,0,0,0,0,0,1,1,0,0,0,0,0,0
Monitoring,TRUE,2875,0,0,0,1,0,0,1,0,0,0,0,0,0
Monitoring,TRUE,3089,1,1,0,0,0,0,0,0,0,0,0,0,0
Morphing,TRUE,761,0,1,0,0,1,0,0,0,0,0,0,0,0
Moving,TRUE,252,0,0,1,0,0,0,0,1,0,0,0,0,0
Moving,TRUE,594,0,0,1,1,0,0,0,0,0,0,0,0,0
Moving,TRUE,1546,0,0,1,0,0,0,0,0,0,1,0,0,0
Moving,TRUE,1783,0,0,1,0,0,0,0,0,0,1,0,0,0
Moving,TRUE,2069,0,0,1,1,0,0,0,0,0,0,0,0,0
Multiplied,FALSE,1913,0,0,1,0,0,0,0,0,1,0,0,0,0
Narrating,TRUE,1985,0,0,1,0,0,0,0,0,1,0,0,0,0
Narrating,TRUE,2771,0,0,1,0,0,0,0,0,0,1,0,0,0
Navigating,TRUE,2248,0,0,1,1,0,0,0,0,0,0,0,0,0
Navigating,TRUE,3006,0,0,0,1,0,0,1,0,0,0,0,0,0
Navigating,TRUE,3018,0,0,1,1,0,0,0,0,0,0,0,0,0
Negotiating,TRUE,754,0,0,0,1,0,0,1,0,0,0,0,0,0
Obfuscated,FALSE,1052,0,0,1,1,0,0,0,0,0,0,0,0,0
Obfuscated,FALSE,1217,0,0,1,0,0,0,0,0,1,0,0,0,0
Obfuscating,TRUE,311,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1548,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1549,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1550,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1551,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1553,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1554,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1564,0,0,1,0,0,0,0,1,0,0,0,0,0
Obfuscating,TRUE,1578,0,0,1,0,0,0,0,0,1,0,0,0,0
Obfuscating,TRUE,2247,0,0,1,0,0,1,0,0,0,0,0,0,0
Obscuring,TRUE,573,0,0,1,0,0,0,0,1,0,0,0,0,0
Observed,FALSE,398,0,0,0,0,1,0,1,0,0,0,0,0,0
Observed,FALSE,2726,0,1,0,0,0,0,0,0,0,0,0,0,1
Observed,FALSE,2760,0,0,1,0,0,0,0,1,0,0,0,0,0
Observed,FALSE,3044,0,0,1,0,1,0,0,0,0,0,0,0,0
Observing,TRUE,362,0,0,0,1,0,0,1,0,0,0,0,0,0
Observing,TRUE,594,0,0,1,1,0,0,0,0,0,0,0,0,0
Observing,TRUE,1233,1,0,0,0,0,0,1,0,0,0,0,0,0
Observing,TRUE,1546,0,0,1,1,0,0,0,0,0,0,0,0,0
Observing,TRUE,1785,0,0,1,0,1,0,0,0,0,0,0,0,0
Observing,TRUE,1789,0,0,1,0,1,0,0,0,0,0,0,0,0
Observing,TRUE,1976,0,0,1,1,0,0,0,0,0,0,0,0,0
Observing,TRUE,2184,0,1,0,0,1,0,0,0,0,0,0,0,0
Observing,TRUE,2243,0,0,1,1,0,0,0,0,0,0,0,0,0
Observing,TRUE,3013,0,0,1,1,0,0,0,0,0,0,0,0,0
Observing,TRUE,3015,0,0,1,1,0,0,0,0,0,0,0,0,0
Observing,TRUE,3040,0,0,1,1,0,0,0,0,0,0,0,0,0
Observing,TRUE,3044,0,0,1,1,0,0,0,0,0,0,0,0,0
Obstructed,FALSE,3138,0,1,0,0,0,0,0,0,0,0,1,0,0
Oppressed,FALSE,315,0,1,0,0,0,0,0,0,0,1,0,0,0
Oppressed,FALSE,398,0,0,0,0,1,0,1,0,0,0,0,0,0
Oppressed,FALSE,1563,0,0,1,1,0,0,0,0,0,0,0,0,0
Oppressed,FALSE,3089,0,1,0,0,1,0,0,0,0,0,0,0,0
Oppressing,TRUE,243,1,1,0,0,0,0,0,0,0,0,0,0,0
Oppressing,TRUE,315,0,1,0,0,0,0,0,0,0,0,1,0,0
Oppressing,TRUE,398,1,0,0,0,0,0,1,0,0,0,0,0,0
Oppressing,TRUE,400,0,0,0,0,0,1,1,0,0,0,0,0,0
Oppressing,TRUE,581,1,0,0,0,0,0,1,0,0,0,0,0,0
Oppressing,TRUE,930,0,1,0,0,0,1,0,0,0,0,0,0,0
Oppressing,TRUE,2041,0,0,1,0,0,0,0,0,0,0,0,0,1
Oppressing,TRUE,2104,0,1,0,0,0,0,0,0,0,0,0,0,1
Oppressing,TRUE,2566,0,0,1,0,0,0,0,0,0,0,1,0,0
Oppressing,TRUE,3089,1,1,0,0,0,0,0,0,0,0,0,0,0
Oppressing,TRUE,3115,1,0,0,0,0,0,1,0,0,0,0,0,0
Orchestrating,TRUE,1122,0,0,0,0,0,1,1,0,0,0,0,0,0
Ordering,TRUE,924,0,1,0,0,0,1,0,0,0,0,0,0,0
Ordering,TRUE,2716,1,1,0,0,0,0,0,0,0,0,0,0,0
Outsourcing,TRUE,2246,0,0,1,0,0,1,0,0,0,0,0,0,0
Outsourcing,TRUE,2983,0,0,1,0,0,0,0,0,0,1,0,0,0
Overloading,TRUE,1549,0,0,1,0,0,0,0,1,0,0,0,0,0
Overwhelmed,FALSE,322,0,0,1,1,0,0,0,0,0,0,0,0,0
Overwhelmed,FALSE,2069,0,0,1,1,0,0,0,0,0,0,0,0,0
Overwhelming,TRUE,2069,0,0,1,0,0,0,0,0,1,0,0,0,0
Overworking,TRUE,963,1,1,0,0,0,0,0,0,0,0,0,0,0
Owning,TRUE,318,0,0,1,0,0,1,0,0,0,0,0,0,0
Painting,TRUE,424,0,0,1,0,0,0,0,0,0,1,0,0,0
Panicking,TRUE,1639,0,1,0,0,0,0,0,0,0,0,1,0,0
Panicking,TRUE,3221,0,1,0,0,1,0,0,0,0,0,0,0,0
Participating,TRUE,2821,0,0,1,1,0,0,0,0,0,0,0,0,0
Passive,FALSE,289,0,1,0,0,0,0,0,1,0,0,0,0,0
Passive,FALSE,1789,0,0,1,0,1,0,0,0,0,0,0,0,0
Patrolling,TRUE,2877,0,0,0,0,0,0,1,0,0,0,1,0,0
Perceiving,TRUE,1049,0,0,1,0,0,0,0,0,0,1,0,0,0
Perceiving,TRUE,1991,0,0,1,1,0,0,0,0,0,0,0,0,0
Performing,TRUE,727,0,0,1,0,0,0,0,0,0,1,0,0,0
Performing,TRUE,1614,0,0,1,0,1,0,0,0,0,0,0,0,0
Performing,TRUE,1974,0,0,1,0,0,0,0,0,0,1,0,0,0
Performing,TRUE,2041,0,0,1,1,0,0,0,0,0,0,0,0,0
Persuading,TRUE,676,0,2,0,0,1,1,0,0,0,0,0,0,0
Photographed,FALSE,1673,0,0,1,1,0,0,0,0,0,0,0,0,0
Photographed,FALSE,2989,0,0,1,0,0,0,0,0,0,1,0,0,0
Photographed,FALSE,3013,0,0,1,1,0,0,0,0,0,0,0,0,0
Photographed,FALSE,3092,0,0,1,0,1,0,0,0,0,0,0,0,0
Photographed,FALSE,3199,0,0,1,0,1,0,0,0,0,0,0,0,0
Photographed,FALSE,3211,0,0,1,1,0,0,0,0,0,0,0,0,0
Photographing,TRUE,1153,0,0,1,0,0,0,0,0,0,1,0,0,0
Photographing,TRUE,1673,0,0,1,1,0,0,0,0,0,0,0,0,0
Photographing,TRUE,2833,0,0,1,0,0,0,0,0,0,1,0,0,0
Photographing,TRUE,2979,0,0,0,1,0,0,1,0,0,0,0,0,0
Photographing,TRUE,3044,0,0,1,1,0,0,0,0,0,0,0,0,0
Photographing,TRUE,3092,0,0,1,0,0,0,0,0,0,1,0,0,0
Photographing,TRUE,3199,0,0,1,0,0,0,0,0,0,1,0,0,0
Picking,TRUE,3190,0,0,1,1,0,0,0,0,0,0,0,0,0
Pirating,TRUE,3203,0,0,1,0,0,0,0,0,0,1,0,0,0
Placing,TRUE,1594,0,0,1,1,0,0,0,0,0,0,0,0,0
Placing,TRUE,3162,0,0,1,0,0,0,0,0,0,1,0,0,0
Planning,TRUE,1122,0,0,0,0,0,1,1,0,0,0,0,0,0
Planning,TRUE,1692,0,0,0,0,0,0,1,0,0,0,0,0,1
Planning,TRUE,2386,0,1,0,0,1,0,0,0,0,0,0,0,0
Playing,TRUE,1058,0,0,1,1,0,0,0,0,0,0,0,0,0
Playing,TRUE,1075,0,0,1,1,0,0,0,0,0,0,0,0,0
Playing,TRUE,1688,0,0,0,1,0,0,1,0,0,0,0,0,0
Playing,TRUE,2386,0,1,0,0,1,0,0,0,0,0,0,0,0
Playing,TRUE,2513,0,1,0,0,1,0,0,0,0,0,0,0,0
Playing,TRUE,3148,0,0,1,1,0,0,0,0,0,0,0,0,0
Playing,TRUE,3179,0,0,1,1,0,0,0,0,0,0,0,0,0
Playing,TRUE,3221,0,1,0,0,1,0,0,0,0,0,0,0,0
Policed,FALSE,1005,0,0,0,0,1,0,1,0,0,0,0,0,0
Policing,TRUE,1005,0,0,0,1,0,0,1,0,0,0,0,0,0
Policing,TRUE,3001,0,0,0,0,0,0,1,0,0,0,1,0,0
Posing,TRUE,258,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,383,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1058,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1578,0,0,1,0,0,0,0,0,0,1,0,0,0
Posing,TRUE,1616,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1651,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1653,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1654,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1657,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1659,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1673,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1762,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1913,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,1921,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,2533,0,0,1,0,0,0,0,0,0,1,0,0,0
Posing,TRUE,2567,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,2832,0,0,1,0,0,0,0,0,0,1,0,0,0
Posing,TRUE,3013,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,3068,0,0,1,1,0,0,0,0,0,0,0,0,0
Posing,TRUE,3092,0,0,1,0,1,0,0,0,0,0,0,0,0
Posing,TRUE,3199,0,0,1,0,1,0,0,0,0,0,0,0,0
Posing,TRUE,3211,0,0,1,1,0,0,0,0,0,0,0,0,0
Pranking,TRUE,300,0,0,1,0,0,0,0,0,0,1,0,0,0
Pressuring,TRUE,676,0,2,0,0,1,1,0,0,0,0,0,0,0
Pretending,TRUE,2513,0,1,0,0,1,0,0,0,0,0,0,0,0
Produced,FALSE,1614,0,0,1,0,0,0,0,0,1,0,0,0,0
Producing,TRUE,539,0,1,0,0,0,1,0,0,0,0,0,0,0
Producing,TRUE,986,0,0,1,0,0,0,0,0,0,1,0,0,0
Producing,TRUE,1614,0,0,1,0,1,0,0,0,0,0,0,0,0
Prohibiting,TRUE,2877,0,0,0,0,0,0,1,0,0,0,1,0,0
Projected,FALSE,1129,0,0,0,0,0,1,1,0,0,0,0,0,0
Projected,FALSE,2069,0,0,1,0,0,0,0,0,1,0,0,0,0
Projected,FALSE,2096,1,1,0,0,0,0,0,0,0,0,0,0,0
Projected,FALSE,2821,0,0,1,1,0,0,0,0,0,0,0,0,0
Projected,FALSE,3057,0,0,1,0,0,0,0,0,1,0,0,0,0
Promoting,TRUE,657,0,1,0,0,1,0,0,0,0,0,0,0,0
Protected,FALSE,1052,0,0,1,1,0,0,0,0,0,0,0,0,0
Protected,FALSE,2566,0,0,1,1,0,0,0,0,0,0,0,0,0
Protecting,TRUE,401,0,0,0,1,0,0,1,0,0,0,0,0,0
Protecting,TRUE,1021,1,1,0,0,0,0,0,0,0,0,0,0,0
Protecting,TRUE,1548,0,0,1,0,0,0,0,1,0,0,0,0,0
Protecting,TRUE,1550,0,0,1,0,0,0,0,1,0,0,0,0,0
Protecting,TRUE,1551,0,0,1,0,0,0,0,1,0,0,0,0,0
Protecting,TRUE,1554,0,0,1,0,0,0,0,1,0,0,0,0,0
Protecting,TRUE,1564,0,0,1,0,0,0,0,1,0,0,0,0,0
Protecting,TRUE,2566,0,0,1,0,0,0,0,1,0,0,0,0,0
Protecting,TRUE,2875,0,0,0,1,0,0,1,0,0,0,0,0,0
Protesting,TRUE,654,0,1,0,0,1,0,0,0,0,0,0,0,0
Protesting,TRUE,2566,0,0,1,1,0,0,0,0,0,0,0,0,0
Protesting,TRUE,2954,0,1,0,0,1,0,0,0,0,0,0,0,0
Provoking,TRUE,1763,0,0,1,0,0,0,0,0,0,1,0,0,0
Published,FALSE,1653,0,0,1,0,0,0,0,0,1,0,0,0,0
Published,FALSE,1654,0,0,1,0,0,0,0,0,1,0,0,0,0
Published,FALSE,1903,0,0,1,0,0,0,0,0,1,0,0,0,0
Published,FALSE,1917,0,0,1,0,0,0,0,0,1,0,0,0,0
Publishing,TRUE,3195,0,0,1,0,0,0,0,0,0,1,0,0,0
Purchasing,TRUE,328,0,0,0,1,0,0,1,0,0,0,0,0,0
Questioning,TRUE,688,0,1,0,0,0,0,0,0,0,0,1,0,0
Questioning,TRUE,1589,0,1,0,0,1,0,0,0,0,0,0,0,0
Questioning,TRUE,3001,0,0,0,0,0,0,1,0,0,0,1,0,0
Questioning,TRUE,3148,0,0,1,0,0,0,0,0,0,1,0,0,0
Questioning,TRUE,3158,0,0,1,0,0,0,0,0,0,1,0,0,0
Reacting,TRUE,525,0,0,1,0,1,0,0,0,0,0,0,0,0
Read,FALSE,2760,0,0,1,0,0,0,0,1,0,0,0,0,0
Reading,TRUE,1215,0,0,1,1,0,0,0,0,0,0,0,0,0
Realizing,TRUE,1762,0,0,1,1,0,0,0,0,0,0,0,0,0
Realizing,TRUE,1785,0,0,1,0,1,0,0,0,0,0,0,0,0
Realizing,TRUE,3221,0,1,0,0,1,0,0,0,0,0,0,0,0
Reassuring,TRUE,539,0,1,0,0,0,1,0,0,0,0,0,0,0
Receiving,TRUE,323,0,0,1,0,0,0,0,0,0,1,0,0,0
Receiving,TRUE,1217,0,0,1,1,0,0,0,0,0,0,0,0,0
Recognised,FALSE,1660,0,0,1,0,0,0,0,1,0,0,0,0,0
Recognised,FALSE,2434,0,1,0,0,0,0,0,1,0,0,0,0,0
Recognised,FALSE,2465,0,1,0,0,0,0,0,0,0,0,0,1,0
Recognised,FALSE,2535,0,0,1,0,0,0,0,0,1,0,0,0,0
Recognised,FALSE,2551,0,0,1,0,0,0,0,1,0,0,0,0,0
Recognising,TRUE,525,0,0,1,0,1,0,0,0,0,0,0,0,0
Reconstructed,FALSE,291,0,0,1,0,0,0,0,0,0,0,0,1,0
Reconstructed,FALSE,1155,0,0,1,0,0,0,0,0,0,0,0,1,0
Recorded,FALSE,252,0,0,1,0,0,0,0,0,0,0,0,1,0
Recorded,FALSE,298,0,0,0,1,0,0,1,0,0,0,0,0,0
Recorded,FALSE,301,0,1,0,1,0,0,0,0,0,0,0,0,0
Recorded,FALSE,307,0,1,0,0,1,0,0,0,0,0,0,0,0
Recorded,FALSE,315,0,1,0,0,0,0,0,0,0,0,1,0,0
Recorded,FALSE,317,0,2,0,0,1,0,0,0,0,0,1,0,0
Recorded,FALSE,509,0,1,0,1,0,0,0,0,0,0,0,0,0
Recorded,FALSE,716,0,0,1,0,0,1,0,0,0,0,0,0,0
Recorded,FALSE,991,0,0,1,1,0,0,0,0,0,0,0,0,0
Recorded,FALSE,1897,0,1,0,0,0,0,0,0,0,0,0,1,0
Recorded,FALSE,2567,0,0,1,1,0,0,0,0,0,0,0,0,0
Recording,TRUE,654,0,1,0,0,1,0,0,0,0,0,0,0,0
Recording,TRUE,1785,0,0,1,0,0,0,0,0,0,1,0,0,0
Recording,TRUE,1787,0,0,1,1,0,0,0,0,0,0,0,0,0
Recording,TRUE,1897,1,2,0,0,0,1,0,0,0,0,0,0,0
Recording,TRUE,2244,0,0,1,0,0,0,0,0,0,1,0,0,0
Recording,TRUE,2969,0,1,0,0,0,1,0,0,0,0,0,0,0
Reflecting,TRUE,2771,0,0,1,0,0,0,0,0,0,1,0,0,0
Registered,FALSE,2465,0,1,0,0,0,0,0,0,0,0,0,1,0
Remembered,FALSE,1152,0,0,1,0,0,0,0,0,0,0,0,1,0
Reminded,FALSE,525,0,0,1,0,1,0,0,0,0,0,0,0,0
Reminiscing,TRUE,1467,0,0,0,1,0,0,1,0,0,0,0,0,0
Repeating,TRUE,3176,0,0,1,0,0,0,0,0,0,1,0,0,0
Replaced,FALSE,529,0,0,1,1,0,0,0,0,0,0,0,0,0
Replaced,FALSE,1897,0,1,0,0,0,0,0,0,0,0,0,1,0
Replaced,FALSE,1921,0,0,1,0,0,0,0,0,1,0,0,0,0
Replacing,TRUE,509,0,1,0,1,0,0,0,0,0,0,0,0,0
Replacing,TRUE,1897,1,2,0,0,0,1,0,0,0,0,0,0,0
Replicated,FALSE,3203,0,0,1,0,0,0,0,1,0,0,0,0,0
